"name","type","daging","ikan","cokelat","tepung","cabe","air","roti","sayur","susu"
"Ote Ote","sayur","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Beberuk Terong","sayur","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Sayur Asem Jakarta","sayur","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Lontong Sayur Betawi","sayur","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Oseng Tempe Toge","sayur","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Oseng Tahu Tempe Kecap","sayur","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Oseng Labu Siam","sayur","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Oseng Tempe Pare","sayur","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Kimchi","sayur","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Nugget Sayur","sayur","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Gulai Pakis","sayur","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Sayur Rebung Santan","sayur","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Brambang Asem","sayur","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Toge Goreng Bogor","sayur","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Semur Terong","sayur","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Gado Gado Padang","sayur","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Tumis Genjer","sayur","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Tahu Tauco","sayur","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Tempe Mendol","sayur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Perkedel Daging","sayur","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Rolade Tahu Daun Singkong","sayur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Kangkung Saus Tiram","sayur","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Kangkung Tauco","sayur","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Bakwan Tahu","sayur","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Tumis Pakcoy","sayur","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Kering Kentang Tempe Pedas","sayur","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Urap Bali","sayur","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Semur Jengkol Betawi","sayur","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Onion Rings","sayur","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Gudeg Asli Jogja Komplit (Gudeg Kering)","sayur","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Kering Tempe (Orek Tempe)","sayur","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Lontong Sayur Padang","sayur","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Urap Sayur","sayur","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Plecing Kangkung","sayur","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Tumis Bunga Pepaya","sayur","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Mashed Potato","sayur","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Sayur Nangka Kapau","sayur","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Perkedel Kentang","sayur","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Sayur Lodeh","sayur","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Tempe Balado","sayur","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Kangkung Belacan","sayur","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Pepes Jamur","sayur","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Ketoprak","sayur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Bakwan Udang","sayur","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Tumis Jamur","sayur","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Tumis Capcay","sayur","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Tumis Jantung Pisang","sayur","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Lodeh Terong Santan","sayur","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Botok","sayur","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Acar Timun","sayur","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Tumis Pare","sayur","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Tumis Bokcoy","sayur","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Sayur Asem Jawa Tengah","sayur","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Sayur Bobor Bayam","sayur","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Pecel Sayur","sayur","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Karedok","sayur","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Tumis Oncom Leunca (Ulukutek Leunca)","sayur","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Tumis Labu Siam","sayur","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Tumis Buncis Udang","sayur","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Salad Buah (Fruit)","sayur","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Bakwan Dadar Jagung","sayur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Gado Gado Betawi","sayur","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Bakwan Sayur (Bala Bala)","sayur","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Tumis Baby Kailan","sayur","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Sayur Asem Sunda","sayur","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Jamur Krispi","sayur","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Rendang Jengkol","sayur","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Burgo","sayur","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Sayur Oyong Bening Soun","sayur","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Sayur Bayam Bening","sayur","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Jengkol Balado","sayur","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Gulai Daun Singkong","sayur","1.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Pecel Terong","sayur","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Jamur Enoki Krispi Goreng","sayur","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Rujak Es Krim","sayur","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tumis Kacang Panjang","sayur","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Rujak Cingur","sayur","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Tumis Sawi Putih","sayur","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Semur Tahu","sayur","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Terong Bakar","sayur","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Trancam","sayur","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Tumis Kembang Turi Teri","sayur","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Tumis Tauge","sayur","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Tumis Jamur Kancing","sayur","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Sayur Katuk Kuah Santan","sayur","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Tumis Kangkung","sayur","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Sambal Oncom","sambal","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Sambal Cumi","sambal","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Sambal Soto","sambal","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Sambal Tuk Tuk","sambal","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Sambal Nanas","sambal","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Sambal Pencok Kacang Panjang","sambal","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Sambal Belut","sambal","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Sambal Pecak","sambal","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Sambal Embe","sambal","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Sambal Dabu Dabu","sambal","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Sambal Kemangi","sambal","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Sambal Bajak","sambal","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Sambal Lalapan","sambal","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Sambal Kencur","sambal","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Sambal Pecel","sambal","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Sambal Tahu Goreng","sambal","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Sambal Bada","sambal","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sambal Petis","sambal","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Sambal Matah Kecombrang","sambal","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Sambal Korek","sambal","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Sambal Terong","sambal","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Sambal Bawang","sambal","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Sambal Teri","sambal","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Sambal Tomat","sambal","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Sambal Ijo","sambal","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Sambal Cibiuk","sambal","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Sambal Pete","sambal","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Sambal Kecap","sambal","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Sambal Mangga Muda (Pencit)","sambal","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Sambal Terasi","sambal","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Balado Kentang","sambal","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Sambal Goang","sambal","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Sambal Tempoyak Udang","sambal","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Spaghetti Brulee","nasi-mie-pasta","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Nasi Daun Jeruk","nasi-mie-pasta","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Indomie Seblak","nasi-mie-pasta","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Mie Tek Tek Kuah","nasi-mie-pasta","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Mie Goreng Basah","nasi-mie-pasta","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Kimbab","nasi-mie-pasta","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Nasi Mandhi","nasi-mie-pasta","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Bola Bola Mie","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Ketupat","nasi-mie-pasta","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Nasi Ayam Semarang","nasi-mie-pasta","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Nasi Tiwul","nasi-mie-pasta","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Risotto","nasi-mie-pasta","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Mie Goreng Nyemek","nasi-mie-pasta","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Bubur Korea (Dakjuk)","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Nasi Gemuk","nasi-mie-pasta","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Nasi Tomat","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Mie Kuah Ikan Bangka","nasi-mie-pasta","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Mie Sagu Kuah","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Cwie Mie Malang","nasi-mie-pasta","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Pad Thai","nasi-mie-pasta","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Nasi Goreng Nanas Khas Thailand","nasi-mie-pasta","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Nasi Padang","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Jajangmyeon","nasi-mie-pasta","1.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Nasi Kapau","nasi-mie-pasta","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Mie Ayam Bangka","nasi-mie-pasta","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Macaroni Cheese (Mac n cheese)","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Spaghetti Rendang","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Mie Cakalang","nasi-mie-pasta","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Mie Kuah Susu","nasi-mie-pasta","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Mie Tarempa","nasi-mie-pasta","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Mie Aceh Kuah","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Mie Tulang Bandung","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Nasi Goreng Shirataki","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Nasi Rames","nasi-mie-pasta","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Laksa Bogor","nasi-mie-pasta","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Nasi Tim Bayi","nasi-mie-pasta","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Nasi Telur Korea","nasi-mie-pasta","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Mie Ayam Solo","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Loco Moco","nasi-mie-pasta","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Beef Pho Vietnam","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Mie Tiaw Goreng Ayam","nasi-mie-pasta","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Bubur Ayam Cianjur","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Nasi Bakar Ikan Tongkol","nasi-mie-pasta","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Sate Kribo","nasi-mie-pasta","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Ramen","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Mie Korea Ramyeon","nasi-mie-pasta","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Mie Shirataki Goreng","nasi-mie-pasta","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Nasi Goreng Tek Tek (Abang Kaki Lima)","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Spaghetti Seafood Marinara","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Indomie Goreng","nasi-mie-pasta","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Bubur Ayam Cirebon","nasi-mie-pasta","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Nasi Bakar Bandung Sunda","nasi-mie-pasta","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Mie Setan","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Nasi Campur Bali","nasi-mie-pasta","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Mie Pangsit","nasi-mie-pasta","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Martabak Mie","nasi-mie-pasta","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Nasi Lengko","nasi-mie-pasta","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Nasi Ulam","nasi-mie-pasta","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Nasi Godog Khas Magelang","nasi-mie-pasta","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Nasi Goreng Magelangan","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Laksa Mie","nasi-mie-pasta","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Mie Lidi Goreng","nasi-mie-pasta","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Papeda Cilung","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Nasi Tempong","nasi-mie-pasta","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Bakwan Mie","nasi-mie-pasta","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Baked Rice (Nasi Panggang)","nasi-mie-pasta","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Mie Ongklok","nasi-mie-pasta","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Mie Gomak Goreng","nasi-mie-pasta","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Cireng Nasi","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Nasi Goreng Merah","nasi-mie-pasta","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Mie Ayam Jamur","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Kwetiau Siram","nasi-mie-pasta","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Nasi Kebuli Ayam","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Mie Titi","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Nasi Goreng Telur","nasi-mie-pasta","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Pangsit Goreng","nasi-mie-pasta","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Mie Goreng Seafood","nasi-mie-pasta","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Nasi Goreng Rendang","nasi-mie-pasta","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Bakmoy","nasi-mie-pasta","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Mie Celor","nasi-mie-pasta","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Nasi Bakar Ati Ampela","nasi-mie-pasta","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ifumie","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Lontong Balap","nasi-mie-pasta","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Misoa Kuah","nasi-mie-pasta","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Soun Kuah","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Nasi Megono","nasi-mie-pasta","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Ayam Hainan","nasi-mie-pasta","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Bibimbap","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Nasi Bakar Cumi (Sambalado Cumi)","nasi-mie-pasta","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Bread Pudding (Puding Roti Tawar)","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Pastel Tutup Klasik","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Nasi Goreng Gila","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Kari Bihun Medan","nasi-mie-pasta","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Nasi Goreng Sapi","nasi-mie-pasta","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Nasi Bakar Teri (Sambel Teri Cabai Hijau)","nasi-mie-pasta","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Nasi Goreng Seafood","nasi-mie-pasta","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Nasi Goreng Kambing","nasi-mie-pasta","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Nasi Goreng Kampung","nasi-mie-pasta","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Nasi Goreng Oriental","nasi-mie-pasta","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Nasi Goreng Aceh","nasi-mie-pasta","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Spaghetti Carbonara","nasi-mie-pasta","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Soun Goreng","nasi-mie-pasta","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Bihun Kuah","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Bubur Ayam","nasi-mie-pasta","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Mie Yamin Bandung","nasi-mie-pasta","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Nasi Tutug Oncom","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Bihun Goreng Isi Special","nasi-mie-pasta","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Nasi Goreng Kikil Cabe Hijau","nasi-mie-pasta","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Nasi Goreng Terasi (Belacan)","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Spaghetti Bolognese Meatballs (Bola-bola Daging)","nasi-mie-pasta","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Nasi Goreng Teri","nasi-mie-pasta","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Mie Goreng Jawa","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Kentang Goreng (French Fries & Potato Wedges)","nasi-mie-pasta","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Fettucini Carbonara","nasi-mie-pasta","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Rice Ball Minion","nasi-mie-pasta","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Nasi Krawu","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Mie Kocok Bandung","nasi-mie-pasta","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Macaroni Schotel","nasi-mie-pasta","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Kwetiau Kuah","nasi-mie-pasta","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Nasi Bakar Ayam Suwir","nasi-mie-pasta","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Nasi Liwet Sunda Teri","nasi-mie-pasta","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Mie Godog Jawa (Mie Rebus Jawa)","nasi-mie-pasta","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Nasi Uduk Betawi Komplit","nasi-mie-pasta","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Nasi Timbel Komplit","nasi-mie-pasta","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Nasi Goreng Pete","nasi-mie-pasta","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
